date,doc_id,mu,sigma,n_comps
2022-11-02,stmt-2022-11-02,61.25951090147628,1.9650341324778027,22
2022-12-14,stmt-2022-12-14,57.52006029462707,1.9006973279201878,22
2023-02-01,stmt-2023-02-01,57.44745652255752,1.9315838678057116,21
2023-03-22,stmt-2023-03-22,55.65215055848667,1.9184392408205642,21
2023-05-03,stmt-2023-05-03,56.0466838852657,1.921891613422322,22
2023-06-14,stmt-2023-06-14,55.86695234092413,1.8989799666526297,22
2023-07-26,stmt-2023-07-26,55.22462837064422,1.8818561909303524,22
2023-09-20,stmt-2023-09-20,55.2170287018291,1.8950265318992352,22
2023-11-01,stmt-2023-11-01,54.8447864506668,1.8805605667914438,22
2023-12-13,stmt-2023-12-13,53.73117931657443,1.872868321290178,22
2024-01-31,stmt-2024-01-31,52.748354543657456,1.8721206364229104,22
2024-03-20,stmt-2024-03-20,52.16967283611716,1.8873477798273237,21
2024-05-01,stmt-2024-05-01,52.37565002631996,1.9150165776326113,21
2024-06-12,stmt-2024-06-12,51.89469272544365,1.871800876260177,22
2024-07-31,stmt-2024-07-31,51.8482052377492,1.8679108597004248,22
2024-09-18,stmt-2024-09-18,47.10137267360868,1.8707826208934162,22
2024-11-07,stmt-2024-11-07,48.49843599247464,1.8736009465867491,22
2024-12-18,stmt-2024-12-18,49.015245550860556,1.9110962500040631,21
2025-01-29,stmt-2025-01-29,49.74513904363242,1.903739454137345,21
2025-03-19,stmt-2025-03-19,48.01358818731555,1.90847030233854,21
2025-05-07,stmt-2025-05-07,50.11848185029153,1.8710726611174477,22
2025-06-18,stmt-2025-06-18,49.375683508699154,1.8952791667152127,21
2025-07-30,stmt-2025-07-30,51.50560612492081,1.8772276234723382,22
2025-09-17,stmt-2025-09-17,46.00597670908951,1.8735993381871345,22
2025-10-29,stmt-2025-10-29,50.50667566312107,1.9089751411812477,21
2025-12-10,stmt-2025-12-10,47.48587150565421,1.9130244701551122,21
2026-01-28,stmt-2026-01-28,50.98092007306096,1.881418578503998,22
2026-03-18,stmt-2026-03-18,51.057120733505585,1.8691976263623806,22
2026-04-29,stmt-2026-04-29,51.27267559591424,1.8733918521334916,22
2026-06-17,stmt-2026-06-17,51.20646400438218,1.8710877668110797,22
2026-07-29,stmt-2026-07-29,52.796870147125134,1.8723835957213555,22
2026-09-16,stmt-2026-09-16,54.489325665397374,1.8794409171447308,22
